;Código da Escola;Nome da Escola;Dependência Administrativa;Aprovação;Reprovação;Abandono;NO_REGIAO;SG_UF;TP_LOCALIZACAO;IN_INTERNET_ALUNOS;IN_INTERNET_APRENDIZAGEM;IN_LABORATORIO_INFORMATICA;IN_BIBLIOTECA;IN_BANHEIRO;IN_AGUA_POTAVEL;Energia;Esgoto;IN_BANHEIRO_PNE;IN_ACESSIBILIDADE_CORRIMAO;IN_ACESSIBILIDADE_ELEVADOR;IN_ACESSIBILIDADE_VAO_LIVRE;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_SINAL_SONORO;IN_ACESSIBILIDADE_SINAL_TATIL;IN_ACESSIBILIDADE_SINAL_VISUAL
11175;41136845;MARIA DA LUZ FURQUIM C EEF M N PROFIS;Estadual;92.6;6.1;1.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11176;41354710;JOSE ERMIRIO DE MORAES C EEF M;Estadual;97.7;2.3;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0
11177;41142497;ANTONINA C E BAR DEEF M N PROFIS;Estadual;92.4;6;1.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11178;41142837;OVANDE DO AMARAL C E CM DREF M;Estadual;85.7;13.1;1.2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11179;41353510;ALVINO SCHELBAUER C EEF M;Estadual;97.2;1.9;0.9;Sul;PR;Urbana;0;1;0;1;1;1;1;1;0;0;0;1;1;0;0;0
11180;41374088;CENTRO EST EDUC PROFIS LYSIMACO F COSTA;Estadual;100;0;0;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11181;41387945;COLEGIO SESI PARANA RIO NEGRO ENSINO MEDIO;Privada;98.4;1.6;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1
11182;41033558;FRANCISCO VILLANUEVAC E CM PROFEF M P;Estadual;94.5;4.6;0.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
11183;41033604;JOSE HERIONS C E PEEF M PROFIS;Estadual;92.9;4.4;2.7;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11184;41033612;KENNEDY C E CM PRESEF M PROFIS N;Estadual;92.6;7.1;0.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11185;41033817;SOUZA NAVES C EEF M PROFIS;Estadual;96.7;3.1;0.2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
11186;41152913;JOSE ALEX CHIARELLI C E CM PROFEF M P;Estadual;92.4;2.2;5.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
11187;41018206;CARNEIRO C E GALEF M PROFIS;Estadual;93.4;3.3;3.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11188;41018656;ULYSSES GUIMARAES C EEF M N PROFIS;Estadual;97;3;0;Sul;PR;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
11189;41010345;CASTRO ALVES C E CMEM PROFIS;Estadual;96.7;1.3;2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11190;41039742;CAMPINEIRO DO SULC E CEF M PROFIS;Estadual;100;0;0;Sul;PR;Rural;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
11191;41028279;HERMINIA R LUPION C EEF M PROFIS;Estadual;94.3;5.4;0.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11192;41089065;MARIA MARGARIDA C E IREM N PROFIS;Estadual;94.2;5.1;0.7;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0
11193;41020898;ARTHUR DA C E SILVA C E MALEF M PROFIS;Estadual;98.1;0;1.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11194;41067061;HUMBERTO DE A C BRANCO C EM N PROFIS;Estadual;97.3;2.7;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0
11195;41082990;GUILHERME DE ALMEIDA C EEM N PROFIS;Estadual;99.1;0.9;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11196;41097564;JOAO CIONEK C E CEF M P;Estadual;97.4;1.7;0.9;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11197;41045882;CENTRO EST EDUC PROFIS AG FERNANDO COSTA;Estadual;92.4;6.4;1.2;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
11198;41051939;HUMBERTO DE A C BRANCO C E DO CEF M P;Estadual;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0
11199;41075129;SANTA TEREZA DO OESTE C E CMEF M P;Estadual;90.4;9;0.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11200;41078586;ARCANGELO NANDI C EEF M PROFIS;Estadual;96.4;3.6;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
11201;41078721;MANOEL KONNER C E DEF M PROFIS N;Estadual;93.9;6.1;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11202;41372395;ANGELO ANTONIO BENEDET C E CMEF M P;Estadual;98.6;1.4;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1
11203;41048326;EDITH S PRADO DE OLIVEIRA C E CMEF M;Estadual;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
11204;41048407;HELOISA I M RIBEIRO C E DO CEF M;Estadual;92.9;7.1;0;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11205;41048520;MARIA DALILA PINTO C EEF M PROFIS;Estadual;93.5;6.5;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1
11206;41048563;MORALINA ELEUTERIO C E CM DONAEF M;Estadual;93.1;6.1;0.8;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11207;41048660;RIO BRANCO C EEF M N PROFIS;Estadual;97.6;2.4;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11208;41048881;TIRADENTES C EEF M PROFIS;Estadual;94.7;5.3;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11209;41153707;COLEGIO SESI SANTO ANTONIO DA PLATINA ENSINO MEDIO;Privada;99;1;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
11210;41089251;ANTONIO SCHIEBEL C EEF M N;Estadual;98.6;0;1.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11211;41089464;HUMBERTO DE CAMPOS C EEF M PROFIS;Estadual;86.1;11.1;2.8;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
11212;41021037;PEDRO I C E DEF M PROFIS;Estadual;93.8;5.6;0.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11213;41041739;JOSE F DE MELLO C EEF M N;Estadual;93;6.5;0.5;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11214;41094255;TANCREDO NEVES C EEF M PROFIS;Estadual;83.1;13.3;3.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11215;41040155;ARTHUR DE AZEVEDO C EEF M PROFIS N;Estadual;96;3.2;0.8;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0
11216;41119088;FRANCISCO NEVES FILHO C EEF M N PROFIS;Estadual;94.3;5.7;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1
11217;41089944;JOSE DE ANCHIETA C E PEEF M N PROFIS;Estadual;92;6.9;1.1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1
11218;41007212;PETRONIO PORTELA C E MINEF M P;Estadual;99.5;0.5;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11219;41052242;MARIA I GUIMARAES C EEM PROFIS;Estadual;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11220;41137230;AFONSO PENA C EEF M PROFIS;Estadual;94.6;4.8;0.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
11221;41137329;ANITA CANET C EEF M P;Estadual;93.5;3.6;2.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
11222;41137361;ARNALDO JANSEN C E CM PEEF M PROFIS;Estadual;98.6;0.6;0.8;Sul;PR;Urbana;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;0
11223;41137515;LINDAURA R LUCAS C E PROFEF M PROFIS;Estadual;82.4;10.5;7.1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11224;41137531;COLONIA MURICI C E DAEF M;Estadual;98.3;1.4;0.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11225;41137540;HERBERT DE SOUZA C EEF M PROFIS;Estadual;81.9;14.5;3.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11226;41137558;COSTA VIANA C EEF M PROFIS N;Estadual;94.4;5.1;0.5;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11227;41137671;SAO CRISTOVAO C EEF M PROFIS N;Estadual;95.6;4.3;0.1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
11228;41137680;COLEGIO ADVENTISTA SAO JOSE DOS PINHAIS - EIEFEM;Privada;99;1;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
11229;41137736;EUNICE BORGES DA ROCHA C E CEF M;Estadual;83.4;15.7;0.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11230;41137833;ESCOLA TRADICAO-EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;Privada;100;0;0;Sul;PR;Urbana;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0
11231;41137841;GUATUPE C EEF M;Estadual;82.6;14.7;2.7;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
11232;41137868;IPE C E EF M PROFIS;Estadual;86.7;9.9;3.4;Sul;PR;Urbana;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0
11233;41137930;JUSCELINO K OLIVEIRA C EEF M P;Estadual;86.9;6.5;6.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11234;41138422;SILVEIRA DA MOTTA C EEF M PROFIS;Estadual;89.8;10.2;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11235;41138449;TIRADENTES C EEF M N PROFIS;Estadual;91.6;4.8;3.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0
11236;41138457;UNIDADE POLO C EEF M PROFIS;Estadual;93.2;4.6;2.2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
11237;41146085;ANGELINA A C DO PRADO C E PROFAEF M;Estadual;90.4;8;1.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11238;41147227;COLEGIO SESI AFONSO PENA ENSINO MEDIO;Privada;98.4;1.3;0.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
11239;41158482;UEPT 39 - UNIDADE DE EDUCACAO PRO E TECNOLOGICA DE SAO JOSE DOS PINHAIS- SENAC;Privada;90.4;0;9.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1
11240;41361911;ELZA SCHERNER MORO C EEF M P;Estadual;90.7;4.9;4.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11241;41373057;COLONIA MALHADA C E CEF M PROFIS;Estadual;97.8;2.2;0;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
11242;41389310;SHIRLEY C T MACHADO C E CMEF M PROF;Estadual;92.4;6.1;1.5;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
11243;41600894;TARSILA DO AMARAL C EEF M PROFIS;Estadual;95.1;3.8;1.1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
11244;41601890;ZILDA ARNS NEUMANN C E CM DRAEF M P;Estadual;95.1;4.9;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0
11245;41119398;CAXIAS C E DQ DEEF M PROFIS;Estadual;92.7;6.6;0.7;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0
11246;41119746;ORLANDA D SANTOS C E PROFAEF M PROFIS;Estadual;80;19.2;0.8;Sul;PR;Urbana;1;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0
11247;41119860;SAO MATEUS C EEF M PROFIS N;Estadual;94.4;4.4;1.2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11248;41165977;CENTRO EST ED PROF AGR SAO MATEUS SUL;Estadual;100;0;0;Sul;PR;Rural;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
11249;41354001;EUGENIO DE ALMEIDA C E DO C PROFEF M P;Estadual;95.8;1.7;2.5;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11250;41078900;CASTELO BRANCO C E CEF M N PROFIS;Estadual;91.8;8.2;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11251;41079108;UNIGUACU C EM N P;Privada;97.4;0;2.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
11252;41079116;NESTOR V DOS SANTOS C E CMEF M PROFIS;Estadual;88.9;10.2;0.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11253;41079159;PEDRO II C E C DEF M;Estadual;100;0;0;Sul;PR;Urbana;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;0
11254;41079167;PEDRO V PARIGOT DE SOUZA C EEF M PROFI;Estadual;90;10;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
11255;41040570;CARLOS SILVA C EEF M;Estadual;93.7;4.5;1.8;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11256;41042077;JERONIMO ONUMA C E PEEF M N PROFIS;Estadual;86.2;2.3;11.5;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11257;41010540;SANTOS DUMONT C EEM N;Estadual;90.4;8.2;1.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1
11258;41050762;SAPOPEMA C EEF M PROFIS;Estadual;93.3;6.2;0.5;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11259;41166035;CENTRO EST EDUC PROFIS AG SALTO DAS ORQU;Estadual;100;0;0;Sul;PR;Rural;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0
11260;41025059;ANTONIO FCO LISBOA C EEF M PROFIS;Estadual;93.8;2.6;3.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11261;41025105;JARDIM INDEPENDENCIA C E DOEF M PROFIS;Estadual;96.4;1.9;1.7;Sul;PR;Urbana;1;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1
11262;41145500;CORA CORALINA C E CMEF M PROFIS;Estadual;98.1;1.9;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11263;41148517;JARDIM UNIVERSITARIO C EEF M PROFIS;Estadual;95.7;1.9;2.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1
11264;41162030;LUIZ ZANCHIM C E CM VEREF M PROFIS;Estadual;98.1;0.9;1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
11265;41384717;HELENA KOLODY C EEF M P;Estadual;97.9;1.7;0.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11266;41094301;CAXIAS C E DQ DEEF M PROFIS;Estadual;95.4;3.1;1.5;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11267;41059166;ANITA GRANDI SALMON C EEF M PROFIS;Estadual;96.8;3.2;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
11268;41059255;COSTA E SILVA C E PRESEF M N;Estadual;96.8;2.3;0.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0
11269;41077938;PEDRO AMERICO C E CEF M;Estadual;98.4;0;1.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11270;41046250;CECILIA MEIRELES C EEM N PROFIS;Estadual;96.6;3.4;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
11271;41022351;MACHADO DE ASSIS C EEF M PROF NOR;Estadual;94.3;5.4;0.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1
11272;41052609;MARIA AP C SALCEDO C E PREF M PROFIS;Estadual;82.9;12.2;4.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11273;41052633;SAGRADA FAMILIA C E E F M PROFIS;Estadual;98.9;0.5;0.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11274;41052684;SEGISMUNDO A NETTO C E CM PROFEF M N;Estadual;99.5;0.5;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11275;41031911;MARIA C DE ALCANTARA C E PROFAEF M P;Estadual;92.6;2.9;4.5;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1
11276;41010752;SANTANA DE TAPEJARA C EEM N PROFIS;Estadual;91.5;8.5;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
11277;41112679;JOAO NEGRAO JR C EEF M PROF;Estadual;94.7;2.4;2.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11278;41055985;COLEGIO ADVENTISTA TELEMACO BORBA-EIEFM;Privada;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11279;41056140;CUSTODIO NETTO C E CM PROFEF M PROFIS;Estadual;98.1;0.6;1.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11280;41056264;JARDIM ALEGRE C E CMEF M PROFIS;Estadual;86.8;12.9;0.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11281;41056361;MARCELINO NOGUEIRA C E CM DREF M;Estadual;95.2;2.9;1.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0
11282;41056388;MARIA AP M S PEREIRA C E CM PROFAEF M;Estadual;95.8;2.1;2.1;Sul;PR;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
11283;41056540;SAO PEDRO C E CMEF M;Estadual;96.2;3.1;0.7;Sul;PR;Urbana;1;1;0;1;1;1;1;1;0;1;0;1;1;0;0;0
11284;41056620;VARGAS C E CM PRESEF M PROFIS;Estadual;87.3;9;3.7;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11285;41056639;WOLFF KLABIN C EEF M N PROFIS;Estadual;93.4;5.8;0.8;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11286;41147383;IFPR - CAMPUS TELEMACO BORBA;Federal;94.6;4.8;0.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
11287;41361040;SAO FRANCISCO DE ASSIS C EEF M;Estadual;93.8;6.2;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11288;41377672;COLEGIO FATEB EDUCACAO INFANTIL ENSINO FUNDAMENTAL MEDIO E PROFISSIONAL;Privada;93.8;6.2;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
11289;41389808;COLEGIO SESI TELEMACO BORBA ENSINO MEDIO;Privada;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
11290;41018753;HELENA KOLODY C EEM N PROFIS;Estadual;92.2;7.6;0.2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
11291;41003969;JAMES P CLARK C EEM N;Estadual;93.4;5.9;0.7;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11292;41153081;CENTRO EST EDUC PROFIS PAULO R SOUZA;Estadual;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11293;41056922;IRENIO M NASCIMENTO C EEF M N PROFIS;Estadual;92.6;7.4;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11294;41056957;LEOPOLDINA B PEDROSO C E PROFAEF M PRO;Estadual;94.1;4.5;1.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11295;41566890;INTEGRACAO CEI EF M PROFIS;Privada;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11296;41143132;KAMILLA P DA CRUZ C E C PROFA EF M P;Estadual;96.1;1.6;2.3;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11297;41068203;ANTONIO J REIS C E CMEF M;Estadual;97.2;2.8;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11298;41068254;ATTILIO FONTANA C E SENEF M PROFIS;Estadual;84.4;5;10.6;Sul;PR;Urbana;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11299;41068289;AYRTON SENNA DA SILVA C EEF M PROFIS;Estadual;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11300;41068394;CASTELO BRANCO C E PRESEM N PROFIS;Estadual;94.4;4.7;0.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
11301;41068459;DARIO VELLOZO C EEF M PROFIS;Estadual;98.3;1.7;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0
11302;41068637;JARDIM EUROPA C EEF M PROFIS;Estadual;96.7;3.3;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0
11303;41068645;JARDIM GISELLA C EEF M;Estadual;93.3;5.8;0.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
11304;41068653;JARDIM MARACANA C E CMEF M;Estadual;89;9.4;1.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11305;41068661;JARDIM PORTO ALEGRE C EEF M PROFIS;Estadual;95.8;4.2;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11306;41068807;LUIZ AUGUSTO M REGO C E CMEF M PROFIS;Estadual;98.1;1.9;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1
11307;41068980;NOVO HORIZONTE C E CMEF M PROFIS;Estadual;88.9;4.4;6.7;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11308;41379748;TOLEDO C A E DEEM PROF INTEGRADO;Estadual;99.5;0.5;0;Sul;PR;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
11309;41075412;IZABEL C E PRINCEF M N PROFIS;Estadual;91.6;7.2;1.2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1
11310;41138635;SEVERO FERREIRA RUPPEL C EEF M PROFIS;Estadual;97.2;0.9;1.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
11311;41010850;CAXIAS C E DQ DEEF M P;Estadual;97.9;1.1;1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1
11312;41014197;CARLOS GOMES C EEF M P;Estadual;94;5.7;0.3;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1
11313;41145623;CECILIA MEIRELES C EEF M;Estadual;95.9;3.7;0.4;Sul;PR;Urbana;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1
11314;41007670;BENTO MOSSURUNGA C EEF M N PROFIS;Estadual;88.8;7.2;4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
11315;41008057;HILDA TRAUTWEIN KAMAL C E PROFAEF M P;Estadual;100;0;0;Sul;PR;Urbana;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0
11316;41008111;NEIVA PAVAN M GARCIA C EEF M PROFA;Estadual;93.1;2;4.9;Sul;PR;Urbana;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
11317;41008170;JOSE BALAN C E VEREF M PROFIS;Estadual;93;3.5;3.5;Sul;PR;Urbana;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11318;41008316;MANUEL DA NOBREGA C E CM PEEF M P;Estadual;96;2.8;1.2;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
11319;41008413;MONTEIRO LOBATO C E CMEF M PROFIS;Estadual;94.9;3.7;1.4;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11320;41008472;ZILDA ARNS C E CM DRA EF M;Estadual;93.8;2.6;3.6;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
11321;41008537;PEDRO II C EEF M PROFIS;Estadual;92.2;2.9;4.9;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0
11322;41008839;TIRADENTES C EEF M PROFIS;Estadual;86.1;10.8;3.1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
11323;41008863;PAULO A TOMAZINHO C E PROFEF M PROFIS;Estadual;94.2;3.7;2.1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0
11324;41147251;IFPR - CAMPUS UMUARAMA;Federal;95;2.9;2.1;Sul;PR;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
11325;41149955;COLEGIO SAPIENS-ENSINO MEDIO;Privada;100;0;0;Sul;PR;Urbana;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1
