;Código da Escola;Nome da Escola;Dependência Administrativa;Aprovação;Reprovação;Abandono;NO_REGIAO;SG_UF;TP_LOCALIZACAO;IN_INTERNET_ALUNOS;IN_INTERNET_APRENDIZAGEM;IN_LABORATORIO_INFORMATICA;IN_BIBLIOTECA;IN_BANHEIRO;IN_AGUA_POTAVEL;Energia;Esgoto;IN_BANHEIRO_PNE;IN_ACESSIBILIDADE_CORRIMAO;IN_ACESSIBILIDADE_ELEVADOR;IN_ACESSIBILIDADE_VAO_LIVRE;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_SINAL_SONORO;IN_ACESSIBILIDADE_SINAL_TATIL;IN_ACESSIBILIDADE_SINAL_VISUAL
0;11024682;EEEFM EURIDICE LOPES PEDROSO;Estadual;98.9;1.1;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
1;11024968;EEEMTI JUSCELINO KUBITSCHEK DE OLIVEIRA;Estadual;96.5;3.5;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
2;11025620;EEEF TANCREDO DE ALMEIDA NEVES;Estadual;--;--;--;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
3;11025638;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XI;Estadual;95.9;2.8;1.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
4;11038373;EIEEFM BOATT GERAINNY;Estadual;94.4;5.6;0;Norte;RO;Rural;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0
5;11006889;EEEFM ANISIO TEIXEIRA;Estadual;85;8.1;6.9;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
6;11007168;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM III;Estadual;96.9;3.1;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
7;11007885;EEEMTI HEITOR VILLA LOBOS;Estadual;97;2.7;0.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
8;11049910;COLEGIO EXCELENCIA;Privada;100;0;0;Norte;RO;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
9;11050233;EEEFM PROFESSORA QUITERIA DE OLIVEIRA DA SILVA;Estadual;96.9;3.1;0;Norte;RO;Rural;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0
10;11108800;IFRO - CAMPUS ARIQUEMES;Federal;95.4;2.6;2;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
11;11034270;EEEFM PLANALTO;Estadual;100;0;0;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
12;11034440;EEEFM JOSE DE ANCHIETA;Estadual;100;0;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
13;11025670;CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS;Privada;93.5;6.5;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
14;11026197;EEEFM CARLOS DRUMMOND DE ANDRADE;Estadual;81;1.5;17.5;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
15;11026324;ESCOLA DANIEL BERG;Privada;97;3;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
16;11026588;EIEEFM IZIDORO DE SOUZA MEIRELES;Estadual;100;0;0;Norte;RO;Rural;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
17;11027134;EIEEFM SERTANISTA FRANCISCO MEIRELES;Estadual;100;0;0;Norte;RO;Rural;1;1;0;0;1;1;1;1;0;1;0;1;1;0;0;1
18;11027142;EIEEFM SERTANISTA JOSE DO CARMO SANTANA;Estadual;95.2;4.8;0;Norte;RO;Rural;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
19;11027207;EIEEFM TANCREDO NEVES;Estadual;91.7;8.3;0;Norte;RO;Rural;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0
20;11027290;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL ANTONIO SANCHEZ DE LARRAGOITI Y CURDUMI;Privada;98.7;1.3;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
21;11027312;EEEFM BERNARDO GUIMARAES;Estadual;100;0;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
22;11027320;EEEFM CARLOS GOMES;Estadual;95.3;2.4;2.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1
23;11027347;EEEMTI CLODOALDO NUNES DE ALMEIDA;Estadual;98.9;0;1.1;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
24;11027355;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO FAMILIA AGRICOLA PE EZEQUIEL RAMIN;Privada;92.4;6.7;0.9;Norte;RO;Rural;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0
25;11046740;EEEMTI JOSINO BRITO;Estadual;97.3;2.7;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0
26;11049456;EIEEF KABANEY;Estadual;100;0;0;Norte;RO;Rural;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0
27;11051167;EIEEFM SOESAME IKINAH;Estadual;50;50;0;Norte;RO;Rural;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
28;11109815;IFRO - CAMPUS CACOAL;Federal;97.3;2.7;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
29;11034998;EEEM TANCREDO DE ALMEIDA NEVES;Estadual;87.7;4.6;7.7;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
30;11050934;ESCOLA FAMILIA AGRICOLA MANOEL RIBEIRO;Privada;100;0;0;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
31;11035951;EEEFM MANUEL BANDEIRA;Estadual;98.3;0.9;0.8;Norte;RO;Urbana;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1
32;11035960;EEEFM PAULO DE ASSIS RIBEIRO;Estadual;94.4;5.6;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0
33;11037016;IFRO - CAMPUS COLORADO DO OESTE;Federal;93.1;6.9;0;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
34;11036486;EEEFM DOUTOR OSWALDO PIANNA;Estadual;100;0;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
35;11005823;EEEFM ANGELINA DOS ANJOS;Estadual;97.7;2;0.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
36;11006293;EIEEF MARECHAL RONDON;Estadual;85.7;0;14.3;Norte;RO;Rural;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
37;11006420;EEEF PRESIDENTE EURICO GASPAR DUTRA;Estadual;95;5;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
38;11006617;EEEFM IRMA MARIA CELESTE - CIVICO-MILITAR;Estadual;98.4;1.6;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
39;11006641;EEEMTI SIMON BOLIVAR;Estadual;98.7;1.3;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
40;11049960;IFRO - CAMPUS GUAJARA-MIRIM;Federal;94.9;5.1;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
41;11011661;EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS;Estadual;93.9;1.6;4.5;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
42;11012145;EEEFM JOSUE MONTELLO;Estadual;97.4;2.6;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0
43;11012579;EEEFM PEDRO VIEIRA DE MELO;Estadual;88;7.3;4.7;Norte;RO;Urbana;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0
44;11012684;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM XIII;Estadual;96.2;2.3;1.5;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
45;11049014;ESCOLA FAMILIA AGRICOLA DOM ANTONIO POSSAMAI;Privada;98.9;1.1;0;Norte;RO;Rural;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
46;11050322;IFRO - CAMPUS JARU;Federal;98.4;1.6;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
47;11014431;EEEFM MARCOS BISPO DA SILVA;Estadual;96.4;3.6;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
48;11015608;EEEFM ALUIZIO FERREIRA;Estadual;86.2;13.8;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1
49;11015624;EEEFM GONCALVES DIAS;Estadual;92.3;7.7;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
50;11015683;EEEFM PROF JOSE FRANCISCO DOS SANTOS;Estadual;74.5;17.9;7.6;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
51;11015896;ESCOLA FAMILIA AGRICOLA ITAPIREMA;Privada;88.5;9.4;2.1;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1
52;11016094;IEE MARECHAL RONDON;Estadual;98.7;1.3;0;Norte;RO;Urbana;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
53;11037822;EIEEFM ZAVIDIAJ XIKOV PI POHV;Estadual;68.9;0;31.1;Norte;RO;Rural;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
54;11038055;EIEEFM ITARAP YAMORATXI;Estadual;84.6;0;15.4;Norte;RO;Rural;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0
55;11049294;COLEGIO EDUCAR;Privada;90;5;5;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
56;11106808;IFRO - CAMPUS JI-PARANA;Federal;94.1;5.9;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1
57;11048018;EEEM PROF¿ MARIA CONCEICAO DE SOUZA;Estadual;89.3;2.5;8.2;Norte;RO;Urbana;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1
58;11050870;EEEFM VIVALDINO FERNANDES DE AVILA;Estadual;90.7;8;1.3;Norte;RO;Rural;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
59;11017791;EEEFM JOAQUIM DE LIMA AVELINO;Estadual;83.2;1.9;14.9;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
60;11031700;EEEFM BOM SUCESSO;Estadual;86.8;9.9;3.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
61;11032260;EEEMTI MARECHAL CORDEIRO DE FARIAS;Estadual;97.9;2.1;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1
62;11033070;EEEFM RAIMUNDO EUCLIDES BARBOSA;Estadual;83.4;10.5;6.1;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0
63;11048956;CENTRO TECNICO ESTADUAL DE EDUCACAO RURAL ABAITARA;Estadual;99.6;0.4;0;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
64;11000058;CENTRO DE ENSINO CLASSE A;Privada;97.7;2.3;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
65;11000350;COLEGIO ADVENTISTA DE PORTO VELHO;Privada;96.7;3.3;0;Norte;RO;Urbana;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0
66;11000457;EEEFM PROFESSORA ANTONIA VIEIRA FROTA;Estadual;85;2.8;12.2;Norte;RO;Urbana;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0
67;11000597;EEEFM BELA VISTA;Estadual;95.5;4.5;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
68;11000678;EEEMTI BRASILIA;Estadual;96.4;3;0.6;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
69;11000880;CENTRO EDUCACIONAL DR GILBERTO MENDES DE AZEVEDO;Privada;98.3;1.7;0;Norte;RO;Urbana;1;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1
70;11001119;EEEFM GOV ARAUJO LIMA;Estadual;93.4;4.6;2;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
71;11001364;EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA;Estadual;81.8;9.1;9.1;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0
72;11001640;EEEFM MURILO BRAGA;Estadual;98.2;0;1.8;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
73;11002018;EEEFM PROF FLORA CALHEIROS COTRIN;Estadual;83.7;10;6.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;0;0;0;1;0;0;1;0
74;11002484;EEEM MAJOR GUAPINDAIA;Estadual;92.1;6.6;1.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
75;11002549;EEEFM RIO BRANCO;Estadual;94.4;1.1;4.5;Norte;RO;Urbana;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
76;11003065;IEE CARMELA DUTRA;Estadual;89.1;6.7;4.2;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
77;11003812;EEEFM MARIA NAZARE DOS SANTOS;Estadual;90.4;4.8;4.8;Norte;RO;Urbana;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0
78;11037474;CENTRO DE ENSINO MINEIRO;Privada;99.3;0.7;0;Norte;RO;Urbana;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
79;11038063;EEEFM ULISSES GUIMARAES - CIVICO-MILITAR;Estadual;89.8;0.2;10;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
80;11040629;EEEFM JAYME PEIXOTO DE ALENCAR;Estadual;93.3;2.8;3.9;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
81;11040793;EEEB PROF JOAO BENTO DA COSTA;Estadual;81.3;13.8;4.9;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
82;11043857;COLEGIO CLASSE A;Privada;96.2;3.8;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
83;11046457;COLEGIO VALE DO GUAPORE;Privada;85.7;0;14.3;Norte;RO;Urbana;1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0
84;11048590;EIEEFM JOJ BIT O MIRIM;Estadual;100;0;0;Norte;RO;Rural;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
85;11048670;EEEFM PROFESSOR FRANCISCO DESMOREST PASSOS;Estadual;92.1;0;7.9;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
86;11049073;COLEGIO SAPIENS - UNIDADE INTENSIVO;Privada;99;1;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
87;11049936;EEEMTI LYDIA JOHNSON DE MACEDO;Estadual;90.7;6.2;3.1;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
88;11050128;EIEEF PYM KEJA SIGNATY PYPYDNIPA;Estadual;100;0;0;Norte;RO;Rural;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0
89;11050349;EEEFM FERNANDO DE SOUZA GOMES;Estadual;86.7;4.3;9;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
90;11104805;EEEFM CESAR FREITAS CASSOL;Estadual;80.9;6.4;12.7;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
91;11107812;IFRO - CAMPUS PORTO VELHO ZONA NORTE;Federal;98.6;0;1.4;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
92;11109807;IFRO - CAMPUS PORTO VELHO CALAMA;Federal;91.1;8.6;0.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
93;11018267;EEEFM EMBURANA;Estadual;97.4;2.6;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
94;11029056;EEEFM JOSE ROSALES DOS SANTOS;Estadual;99.2;0.8;0;Norte;RO;Urbana;1;1;0;0;1;1;1;1;0;1;0;1;1;0;0;0
95;11029307;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM VIII;Estadual;98.6;0;1.4;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
96;11029439;EEEMTI CANDIDO PORTINARI;Estadual;97.7;2.3;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
97;11029480;EEEFM TANCREDO DE ALMEIDA NEVES;Estadual;91.6;8.1;0.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0
98;11033215;CENTRO EDUCACIONAL ISOLINA RUTTMANN - SESI;Privada;100;0;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
99;11033428;EEEFM DEPUTADO GENIVAL NUNES DA COSTA;Estadual;100;0;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
100;11033649;EEEFM MARIA ARLETE TOLEDO;Estadual;79.8;7.3;12.9;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
101;11033738;COLEGIO SANTA LUCIA FILIPPINI;Privada;88.5;11.5;0;Norte;RO;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
102;11033835;COLEGIO TIRADENTES DA POLICIA MILITAR - CTPM V;Estadual;89.7;8.1;2.2;Norte;RO;Urbana;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0
103;11043954;COLEGIO PROFESSOR VANKS;Privada;100;0;0;Norte;RO;Urbana;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
104;11046635;EIEEFM SOWAINTE;Estadual;100;0;0;Norte;RO;Rural;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
105;11049324;EIEEFM MAMAINDE CABIXI;Estadual;83.3;16.7;0;Norte;RO;Rural;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
106;11106840;EIEEF FELIPE CAMARAO;Estadual;100;0;0;Norte;RO;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
107;11106867;EEEFM SHIRLEI CERUTI;Estadual;84.9;1.4;13.7;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0
108;11107804;IFRO - CAMPUS VILHENA;Federal;95.8;4.2;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
109;11022981;EEEFM PRINCESA ISABEL;Estadual;98.7;1.3;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
110;11050853;IFRO - CAMPUS AVANCADO SAO MIGUEL DO GUAPORE;Federal;91.5;8.5;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1
111;11003979;EEEFM CASIMIRO DE ABREU;Estadual;92.4;7.6;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
112;11024437;EEEFM ARTUR DA COSTA E SILVA;Estadual;94.9;0.9;4.2;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
113;11004428;EEEFM BURITI;Estadual;84.3;8;7.7;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
114;11039582;EEEMTI MARECHAL RONDON;Estadual;97.6;2.4;0;Norte;RO;Urbana;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0
115;11030003;EEEFM AMERICO BRASILIENSE DE ALMEIDA E MELO;Estadual;89.8;10.2;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0
116;11030216;ESCOLA FAMILIA AGRICOLA CHICO MENDES;Privada;97.7;2.3;0;Norte;RO;Rural;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
117;11030372;EEEFM MARECHAL CANDIDO RONDON;Estadual;94.3;5.7;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
118;11010290;EEEFM FREI HENRIQUE DE COIMBRA;Estadual;94.3;5.7;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1
119;11004347;EEEFM 15 DE OUTUBRO;Estadual;85.7;2.9;11.4;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
120;11046953;EEEFM ALBINO BUTTNER;Estadual;86.1;6.6;7.3;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
121;11048808;EIEEF KITY PYPYDNIPA;Estadual;100;0;0;Norte;RO;Rural;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
122;11095806;EEEFM FRANCISCA MARTENDAL;Estadual;100;0;0;Norte;RO;Rural;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
123;11106859;EEEFM MOACYR CARAMELLO;Estadual;86.5;6.5;7;Norte;RO;Urbana;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0
124;11019115;EEEFM CLAUDIO MANOEL DA COSTA;Estadual;96.2;2.6;1.2;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
125;11019948;EEEFM MIGRANTES;Estadual;94;4.3;1.7;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
126;11019956;INSTITUTO ADVENTISTA DA AMAZONIA OCIDENTAL;Privada;99.4;0.6;0;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1
127;11031689;EEEFM BENEDITO LAURINDO GONCALVES;Estadual;93.6;2.8;3.6;Norte;RO;Urbana;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;1
128;11031964;EEEFM FELIPE CAMARAO;Estadual;86;6.7;7.3;Norte;RO;Urbana;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0
129;11032359;EEEFM MONTEIRO LOBATO;Estadual;100;0;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
130;11005475;EEEFM CAMPOS SALES;Estadual;91.7;3.7;4.6;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
131;11048123;EFA VALE DO GUAPORE;Privada;83.8;13.1;3.1;Norte;RO;Rural;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
132;11024097;EEEFM OSWALDO PIANNA;Estadual;99.6;0.4;0;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
133;11017384;EEEFM PIONEIRA;Estadual;98;0;2;Norte;RO;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1
134;11020326;EEEFM PRIMAVERA;Estadual;97.8;1.2;1;Norte;RO;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;0
135;12021768;ESC MARCILIO PONTES DOS SANTOS;Estadual;77.5;18.2;4.3;Norte;AC;Urbana;0;0;1;1;1;1;1;1;1;0;0;1;1;0;0;0
136;12128236;ESC FAMILIA AGRICOLA JEAN PIERRE MINGAN;Estadual;86.7;9.5;3.8;Norte;AC;Rural;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0
137;12015946;ESC PROF¿ IRIS CELIA CABANELLAS ZANNINI;Estadual;84.2;8.3;7.5;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
138;12016284;ESC KAIRALA JOSE KAIRALA;Estadual;95.8;4.2;0;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
139;12026948;ESC VALERIA BISPO SABALA;Estadual;88.1;3.5;8.4;Norte;AC;Rural;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0
140;12034568;ESC MARIA DAS GRACAS ROCHA RODRIGUES;Estadual;100;0;0;Norte;AC;Urbana;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
141;12009350;ESC CAJUEIRO;Estadual;85.7;0;14.3;Norte;AC;Rural;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
142;12009369;ESC SAO JOAO BATISTA;Estadual;88.3;10.4;1.3;Norte;AC;Urbana;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0
143;12009555;ESC PEDRO GOMES DE LIMA;Estadual;86.4;4.5;9.1;Norte;AC;Rural;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0
144;12009687;ESC NOSSA SENHORA DA ESPERANCA;Estadual;89.7;0;10.3;Norte;AC;Rural;1;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0
145;12103225;ESC PARAISO;Estadual;77.8;0;22.2;Norte;AC;Rural;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0
146;12104221;ESC SAO PEDRO;Estadual;72.7;0;27.3;Norte;AC;Rural;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0
147;12009725;ESC ARGENTINA PEREIRA FEITOSA;Estadual;91.4;5.1;3.5;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
148;12023396;ESC NOVA ESPERANCA;Estadual;85.2;1.9;12.9;Norte;AC;Rural;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0
149;12030899;ESC ARISTON FERREIRA DA CUNHA;Estadual;85.9;5.9;8.2;Norte;AC;Rural;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0
150;12000418;ESC FLODOARDO CABRAL;Estadual;77.5;22.4;0.1;Norte;AC;Urbana;0;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
151;12000442;ESC COMANDANTE BRAZ DE AGUIAR;Estadual;--;--;--;Norte;AC;Urbana;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
152;12000450;ESC CRAVEIRO COSTA;Estadual;84.5;10.7;4.8;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
153;12000736;ESC JOAO KUBITSCHEK;Estadual;--;--;--;Norte;AC;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
154;12000906;ESC JUAREZ IBERNON;Estadual;81.7;14.7;3.6;Norte;AC;Rural;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
155;12000914;ESC CIVICO-MILITAR MADRE ADELGUNDES BECKER;Estadual;83.1;16.9;0;Norte;AC;Urbana;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0
156;12000930;ESC MANOEL BRAZ DE MELO;Estadual;98.4;1.6;0;Norte;AC;Rural;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0
